[1442082600] LOG ROTATION: DAILY
[1442082600] LOG VERSION: 2.0
[1442082600] CURRENT HOST STATE: ad.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.91 ms
[1442082600] CURRENT HOST STATE: application.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.14 ms
[1442082600] CURRENT HOST STATE: artifactory.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.53 ms
[1442082600] CURRENT HOST STATE: cisco;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.92 ms
[1442082600] CURRENT HOST STATE: confluence.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.38 ms
[1442082600] CURRENT HOST STATE: git.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.45 ms
[1442082600] CURRENT HOST STATE: jenkins.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.47 ms
[1442082600] CURRENT HOST STATE: jira.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.45 ms
[1442082600] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.05 ms
[1442082600] CURRENT HOST STATE: mail.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.38 ms
[1442104022] wproc: Core Worker 2942: job 10000 (pid=19463) timed out. Killing it
[1442104022] wproc: CHECK job 10000 from worker Core Worker 2942 timed out after 60.01s
[1442104022] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442104022] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442104022] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.008s!
[1442104022] wproc: Core Worker 2942: job 10000 (pid=19463): Dormant child reaped
[1442104122] wproc: Core Worker 2942: job 10022 (pid=19615) timed out. Killing it
[1442104122] wproc: CHECK job 10022 from worker Core Worker 2942 timed out after 60.01s
[1442104122] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442104122] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442104122] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.014s!
[1442104122] wproc: Core Worker 2942: job 10022 (pid=19615): Dormant child reaped
[1442104150] wproc: Core Worker 2941: job 10029 (pid=19668) timed out. Killing it
[1442104150] wproc: CHECK job 10029 from worker Core Worker 2941 timed out after 60.01s
[1442104150] wproc:   host=cisco; service=Uptime;
[1442104150] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442104150] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.008s!
[1442104150] wproc: Core Worker 2941: job 10029 (pid=19668): Dormant child reaped
[1442104516] Auto-save of retention data completed successfully.
[1442104622] wproc: Core Worker 2941: job 10119 (pid=20365) timed out. Killing it
[1442104622] wproc: CHECK job 10119 from worker Core Worker 2941 timed out after 60.01s
[1442104622] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442104622] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442104622] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.010s!
[1442104622] wproc: Core Worker 2941: job 10119 (pid=20365): Dormant child reaped
[1442104722] wproc: Core Worker 2941: job 10141 (pid=20517) timed out. Killing it
[1442104722] wproc: CHECK job 10141 from worker Core Worker 2941 timed out after 60.01s
[1442104722] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442104722] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442104722] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.012s!
[1442104722] wproc: Core Worker 2941: job 10141 (pid=20517): Dormant child reaped
[1442104750] wproc: Core Worker 2943: job 10148 (pid=20570) timed out. Killing it
[1442104750] wproc: CHECK job 10148 from worker Core Worker 2943 timed out after 60.01s
[1442104750] wproc:   host=cisco; service=Uptime;
[1442104750] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442104750] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.007s!
[1442104750] wproc: Core Worker 2943: job 10148 (pid=20570): Dormant child reaped
[1442105116] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105133] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105154] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105195] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105222] wproc: Core Worker 2942: job 10238 (pid=21298) timed out. Killing it
[1442105222] wproc: CHECK job 10238 from worker Core Worker 2942 timed out after 60.02s
[1442105222] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442105222] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442105222] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.017s!
[1442105222] wproc: Core Worker 2942: job 10238 (pid=21298): Dormant child reaped
[1442105274] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105275] SERVICE NOTIFICATION: nagiosadmin;cisco;Port 1 Link Status;UNKNOWN;notify-service-by-email;External command error: MIB search path: $HOME/.snmp/mibs:/usr/share/snmp/mibs:/usr/share/snmp/mibs/iana:/usr/share/snmp/mibs/ietf:/usr/share/mibs/site:/usr/share/snmp/mibs:/usr/share/mibs/iana:/usr/share/mibs/ietf:/usr/share/mibs/netsnmp
[1442105314] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105322] wproc: Core Worker 2943: job 10261 (pid=21459) timed out. Killing it
[1442105322] wproc: CHECK job 10261 from worker Core Worker 2943 timed out after 60.01s
[1442105322] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442105322] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442105322] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.009s!
[1442105322] wproc: Core Worker 2943: job 10261 (pid=21459): Dormant child reaped
[1442105335] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105350] wproc: Core Worker 2941: job 10268 (pid=21518) timed out. Killing it
[1442105350] wproc: CHECK job 10268 from worker Core Worker 2941 timed out after 60.01s
[1442105350] wproc:   host=cisco; service=Uptime;
[1442105350] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442105350] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.011s!
[1442105350] wproc: Core Worker 2941: job 10268 (pid=21518): Dormant child reaped
[1442105375] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105454] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105571] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105674] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105734] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105755] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105773] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105774] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105809] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105813] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105822] wproc: Core Worker 2943: job 10360 (pid=22324) timed out. Killing it
[1442105822] wproc: CHECK job 10360 from worker Core Worker 2943 timed out after 60.01s
[1442105822] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442105822] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442105822] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.012s!
[1442105822] wproc: Core Worker 2943: job 10360 (pid=22324): Dormant child reaped
[1442105853] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105891] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105894] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105911] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105922] wproc: Core Worker 2942: job 10383 (pid=22502) timed out. Killing it
[1442105922] wproc: CHECK job 10383 from worker Core Worker 2942 timed out after 60.01s
[1442105922] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442105922] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442105922] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.007s!
[1442105922] wproc: Core Worker 2942: job 10383 (pid=22502): Dormant child reaped
[1442105931] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105950] wproc: Core Worker 2941: job 10390 (pid=22551) timed out. Killing it
[1442105950] wproc: CHECK job 10390 from worker Core Worker 2941 timed out after 60.01s
[1442105950] wproc:   host=cisco; service=Uptime;
[1442105950] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442105950] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.008s!
[1442105950] SERVICE NOTIFICATION: nagiosadmin;cisco;Uptime;CRITICAL;notify-service-by-email;(Service check timed out after 60.01 seconds)
[1442105950] wproc: Core Worker 2941: job 10390 (pid=22551): Dormant child reaped
[1442105950] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105953] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105992] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442105994] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442106012] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442106014] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442106031] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442106034] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442106072] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442106113] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442106132] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442106151] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442106389] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442106422] wproc: Core Worker 2941: job 10484 (pid=23338) timed out. Killing it
[1442106422] wproc: CHECK job 10484 from worker Core Worker 2941 timed out after 60.02s
[1442106422] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442106422] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442106422] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.016s!
[1442106422] wproc: Core Worker 2941: job 10484 (pid=23338): Dormant child reaped
[1442106522] wproc: Core Worker 2944: job 10507 (pid=23501) timed out. Killing it
[1442106522] wproc: CHECK job 10507 from worker Core Worker 2944 timed out after 60.01s
[1442106522] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442106522] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442106522] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.012s!
[1442106522] wproc: Core Worker 2944: job 10507 (pid=23501): Dormant child reaped
[1442106550] wproc: Core Worker 2942: job 10513 (pid=23550) timed out. Killing it
[1442106550] wproc: CHECK job 10513 from worker Core Worker 2942 timed out after 60.01s
[1442106550] wproc:   host=cisco; service=Uptime;
[1442106550] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442106550] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.006s!
[1442106550] wproc: Core Worker 2942: job 10513 (pid=23550): Dormant child reaped
[1442106572] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442107022] wproc: Core Worker 2942: job 10603 (pid=24479) timed out. Killing it
[1442107022] wproc: CHECK job 10603 from worker Core Worker 2942 timed out after 60.01s
[1442107022] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442107022] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442107022] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.010s!
[1442107022] wproc: Core Worker 2942: job 10603 (pid=24479): Dormant child reaped
[1442107122] wproc: Core Worker 2944: job 10626 (pid=24654) timed out. Killing it
[1442107122] wproc: CHECK job 10626 from worker Core Worker 2944 timed out after 60.01s
[1442107122] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442107122] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442107122] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.013s!
[1442107122] wproc: Core Worker 2944: job 10626 (pid=24654): Dormant child reaped
[1442107150] wproc: Core Worker 2942: job 10632 (pid=24703) timed out. Killing it
[1442107150] wproc: CHECK job 10632 from worker Core Worker 2942 timed out after 60.01s
[1442107150] wproc:   host=cisco; service=Uptime;
[1442107150] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442107150] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.005s!
[1442107150] wproc: Core Worker 2942: job 10632 (pid=24703): Dormant child reaped
[1442107622] wproc: Core Worker 2941: job 10722 (pid=25404) timed out. Killing it
[1442107622] wproc: CHECK job 10722 from worker Core Worker 2941 timed out after 60.01s
[1442107622] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442107622] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442107622] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.011s!
[1442107622] wproc: Core Worker 2941: job 10722 (pid=25404): Dormant child reaped
[1442107722] wproc: Core Worker 2942: job 10744 (pid=25558) timed out. Killing it
[1442107722] wproc: CHECK job 10744 from worker Core Worker 2942 timed out after 60.01s
[1442107722] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442107722] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442107722] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.012s!
[1442107722] wproc: Core Worker 2942: job 10744 (pid=25558): Dormant child reaped
[1442107750] wproc: Core Worker 2941: job 10751 (pid=25607) timed out. Killing it
[1442107750] wproc: CHECK job 10751 from worker Core Worker 2941 timed out after 60.01s
[1442107750] wproc:   host=cisco; service=Uptime;
[1442107750] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442107750] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.006s!
[1442107750] wproc: Core Worker 2941: job 10751 (pid=25607): Dormant child reaped
[1442108116] Auto-save of retention data completed successfully.
[1442108222] wproc: Core Worker 2943: job 10841 (pid=26309) timed out. Killing it
[1442108222] wproc: CHECK job 10841 from worker Core Worker 2943 timed out after 60.01s
[1442108222] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442108222] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442108222] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.009s!
[1442108222] wproc: Core Worker 2943: job 10841 (pid=26309): Dormant child reaped
[1442108322] wproc: Core Worker 2941: job 10863 (pid=26462) timed out. Killing it
[1442108322] wproc: CHECK job 10863 from worker Core Worker 2941 timed out after 60.01s
[1442108322] wproc:   host=mail.plank.life; service=MYSQL Database;
